datetime,city,state,country,shape,duration (seconds),comments,latitude,longitude
6/21/2013,centerville,ga,us,disk,138,Disk shaped craft making a loud and scary noise.,32.63,-83.6897222
6/21/2013,macomb,mi,us,disk,2700,My wife and I were sitting on our deck (which faces south) and about 2250 I noticed a red round object in the air.,42.7008333,-82.9591667
6/21/2013,parkersburg,wv,us,light,30,Hovering red light over Parkersburg.,39.2666667,-81.5616667
6/21/2013,fredericton (canada),nb,ca,fireball,30,Several orange yellow fireballs in the sky over Fredericton then the lights went out turned black and disappeared.,45.95,-66.633333
6/21/2013,swampscott,ma,us,light,5,Bright light appears suddenly in clear sky night sky and moves slowly.,42.4708333,-70.9180556
6/21/2013,loganville,ga,us,fireball,5,Running south west parallel the rode pointe drive. White orange orb fire ball. 20 to 40k feet,33.8388889,-83.9008333
6/21/2013,barrington,il,us,circle,2700,Three bright objects verticle stance. Top two fire orange with moving outer shell . One pretended to be part of satellite tower.,42.1538889,-88.1361111
6/21/2013,portland,or,us,circle,180,2 orange circles flying at a slow pase then disappeared.,45.5236111,-122.675
6/21/2013,grand rapids,mi,us,fireball,360,The way they traveled together with no sound was eerie&#33&#33,42.9633333,-85.6680556
6/22/2013,fall river,ma,us,teardrop,2,Possible ufo sighted in new england  (Real Report),41.7013889,-71.1555556
6/22/2013,west chester,oh,us,fireball,45,Orange Fireball West Chester Ohio Moving West to East.,39.0875,-81.9227778
6/22/2013,chehalis,wa,us,oval,2,Silver object caught in photo.,46.6622222,-122.9627778
6/22/2013,waxhaw,nc,us,unknown,10,Large star like flashing lights moving across the sky.,34.9244444,-80.7436111
6/22/2013,northville,mi,us,light,120,Orange light witnessed going across Michigan night sky not an airplane not a firework something else,42.4311111,-83.4833333
6/22/2013,mt. shasta,ca,us,sphere,3,6-22-13 approximately 3:30 am  Looking southward (from the north) at Mount Shasta  A big round white light appeared to enter our atmosp,41.31,-122.3094444
6/22/2013,woodbury,ct,us,light,1200,Bright star-like lights moving in ways meteors and satellites do not move.,41.5444444,-73.2094444
6/22/2013,worcester,ma,us,egg,120,White metallic egg shaped object spotted in Worcester Ma.,42.2625,-71.8027778
6/22/2013,harlan,ky,us,sphere,60,Silver ball with bat wings.,36.8430556,-83.3219444
6/22/2013,stead,nv,,circle,10,Unreal,39.660829,-119.874134
6/22/2013,victoria (canada),bc,ca,circle,600,I was lying in the grass Near the harbour today It was a sunny day with blue skies above then I noticed one large bright white ball ho,46.216667,-63.483333
6/22/2013,waikoloa,hi,us,fireball,30,This was an orange/violet energy ball that moved slowly and then accelerated at a high rate of speed and disappeared into a cloud.,19.9430556,-155.7902778
6/22/2013,roswell,ga,us,fireball,120,Six bright orange completely silent objects moving from east to west in intervals of about 5 minutes.,34.0230556,-84.3616667
6/22/2013,winchester,va,us,disk,120,Traveling along interstate 81 I looked over Shenandoah Valley to see the mountains. Level with the highest mountain peak a metallic d,39.1855556,-78.1636111
6/22/2013,yorba linda,ca,us,light,600,Small craft with white light vanishes.,33.8886111,-117.8122222
6/22/2013,crystal river,fl,us,sphere,900,Strange orange spheres appear over Crystal River&#44FL.,28.9022222,-82.5927778
6/22/2013,nolensville,tn,us,fireball,120,Fireball heading south.,35.9522222,-86.6694444
6/22/2013,poulsbo,wa,us,oval,60,Yellowish/Orange oval sphere observed in Poulsbo WA.,47.7361111,-122.6452778
6/22/2013,new york city (brooklyn),ny,us,other,60,Strange fast moving orange  lights in the sky that did not function like airplanes.,40.7141667,-74.0063889
6/22/2013,worthington,oh,us,fireball,300,3 flaming figures over a field in worthington,40.0930556,-83.0180556
6/22/2013,albany,ny,us,fireball,600,There were about 30 objects in a huge formation round reddish orange  globe figures.,42.6525,-73.7566667
6/22/2013,iron mountain,mi,us,light,60,6 objects seen.,45.8202778,-88.0658333
6/22/2013,north haven,ct,us,circle,600,About 8 round amber colored lights ascending from a very low altitude to what appeared to be a few thousand feet. They were over route,41.3908333,-72.86
6/22/2013,norwalk,ct,us,other,1800,I saw at least 10 red lights/fire balls making formations. I observed this by the SONO area in Norwalk&#44CT,41.1175,-73.4083333
6/22/2013,saint joseph,mo,us,,240,White light quickly gains altitude and dissappears.,39.7686111,-94.8463889
6/22/2013,san tan valley,az,,egg,600,Glowing orange oblong object moving rapidly in easterly direction suddenly getting small and dissappearing,33.170278,-111.572222
6/22/2013,versailles,ky,us,circle,60,Picture of round shape in Kentucky sky,38.0525,-84.73
6/22/2013,los angeles,ca,us,unknown,60,Fast-moving white light.,34.0522222,-118.2427778
6/22/2013,lafayette,in,us,unknown,120,3 orange lights in a delta pattern moving north then north-east.,40.4166667,-86.8752778
6/22/2013,northampton,ma,us,oval,300,Yellow glowing oval seen by hundreds of spectators after a fireworks display in Northampton MA,42.325,-72.6416667
6/22/2013,citrus heights,ca,us,fireball,900,Orange fire balls flying.,38.7072222,-121.28
6/22/2013,rowayton,ct,us,circle,900,20 orange shining round objects moving silently across the night sky mostly one following another a few in a small group.,41.0638889,-73.4369444
6/22/2013,independence,oh,us,fireball,90,At approx. 10:20 p.m. on 6/22/13 we observed a single fireball move from horizon to horizon from southwest to northeast.,41.3686111,-81.6380556
6/22/2013,san bernardino,ca,us,circle,20,Circle shape crossing the moon.,34.1083333,-117.2888889
6/22/2013,bushkill,pa,us,fireball,10,It was unlike anything that the these 8 adults had ever seen.,41.0933333,-75.0022222
6/22/2013,nampa,id,us,light,120,Bright red light hovered in the sky.,43.5408333,-116.5625
6/22/2013,richmond,in,us,circle,20,Multiple red round objects grouped in a v shaped form appeared moving across the sky then dissapeared into nowhere,39.8288889,-84.8902778
6/22/2013,barker,ny,us,fireball,10,Fireball in the night sky.,43.33,-78.555
6/22/2013,bellevue,oh,us,circle,30,4 witnesses Bright flash followed by 2 circular amber colored objects traveling VERY fast across the sky in same flight path,41.2736111,-82.8416667
6/22/2013,cape charles,va,us,changing,480,8 minute Eastern Shore sighting included multiple changes in pattern utilizing 12 lit objects,37.2677778,-76.0177778
6/22/2013,bruce beach (canada),on,,circle,180,Three flashing orbs travelling along the same path then faded one at a time.,44.127241,-81.692661
6/22/2013,eureka,ca,us,light,360,Multiple red flickering lights moving in unison.,40.8022222,-124.1625
6/22/2013,creston,ia,us,light,10,Large white light moving quickly west to east,41.0586111,-94.3611111
6/22/2013,meadows of dan,va,,sphere,420,Red orange lights in sky night of june supermoon 2013,36.736389,-80.395278
6/22/2013,peoria,az,us,unknown,60,Unexplainable loud noise.,33.5805556,-112.2366667
6/22/2013,guilford,ct,us,sphere,240,8-10 round yellow lights grouped in 2 lines of 4 with one or 2 a short distance away,41.2888889,-72.6822222
6/22/2013,newark,oh,us,fireball,300,Orange Fireball Shape Floats Across Sky,40.0580556,-82.4013889
6/22/2013,grove city,pa,us,light,300,3 very bright orange lights moving silently across the nights sky from west to east then in minutes gone,41.1577778,-80.0888889
6/22/2013,timmins (canada),on,ca,sphere,180,4 red lights moving south to north silent.,48.466667,-81.333333
6/23/2013,indianapolis,in,us,unknown,240,NOTE-This is based on what actually happened. The UFO explained however is real and the way it was seen is not changed in any way.,39.7683333,-86.1580556
6/23/2013,santee,ca,us,circle,10,Bright green light over Santee Ca.,32.8383333,-116.9730556
6/23/2013,portland,or,us,other,90,Four Lights/Objects in Night Sky Over Portland,45.5236111,-122.675
6/23/2013,centerville,oh,us,fireball,600,Orange orbs drift over Centerville.,39.6283333,-84.1594444
6/23/2013,las vegas,nv,us,triangle,3600,Red Blue lights hovered around remote control manmade but not of any clearly discernable type.,36.175,-115.1363889
6/23/2013,big bear,ca,,light,240,It looked exactly like the daytime video I&#39ve seen from over mexico. Started out seeing one or two lights moving in a small section of,34.261118,-116.84503
6/23/2013,seal beach,ca,us,sphere,10,Daylight black sphere descends over Seal Beach golf course and disappears behing trees.,33.7413889,-118.1038889
6/23/2013,anderson,sc,us,other,2,Was driving down 85 and saw what can only be described as a HUGE ripple of silver thin paper like material as big as a football field.,34.5033333,-82.6502778
6/23/2013,tybee island,ga,us,fireball,120,Fireball on Tybee Island GA.,32,-80.8458333
6/23/2013,bossier city,la,us,light,600,Aerial orange/red light.,32.5158333,-93.7319444
6/23/2013,fort lauderdale,fl,us,light,900,Red orange lights spaced minutes apart moving E to W at aircraft speeds total of 7 lights over 10 minutes,26.1219444,-80.1436111
6/23/2013,los angeles,ca,us,circle,600,Fireball looking circle in the sky.,34.0522222,-118.2427778
6/23/2013,miami,fl,us,flash,1266,I believe we witnessed an UFO,25.7738889,-80.1938889
6/23/2013,baker,ca,us,fireball,600,Ring in shape with appear to be 8 fireballs making the ring and then just disappeared.,35.265,-116.0736111
6/23/2013,portland,tn,us,light,120,Moving northwest to east south east.  no strobe lights.  silent.  look and movement like a satellite but much lower altitude and brigh,36.5816667,-86.5163889
6/23/2013,houston,tx,us,light,20,While watching the Super Moon one craft appeared in sky and went to a point in the high southern sky and disapeared at a certain point,29.7630556,-95.3630556
6/23/2013,qu-appelle (canada),sk,,cigar,5,Cigar shaped UFO de-cloaked for five seconds above Qu-Appelle Saskatchewan Canada 06/23/2013 10:10pm,50.542613,-103.87767
6/23/2013,roxboro,nc,us,triangle,20,Triangular craft flying under 1000 ft and under 100mph RED LIGHT AT CENTER,36.3936111,-78.9830556
6/23/2013,colorado springs,co,us,light,180,Slowly and evenly pulsing light that alternated between invisible and extremely bright as it travelled North.,38.8338889,-104.8208333
6/23/2013,lahaina,hi,us,fireball,1800,Glowing fireballs caught on tape over lahaina 6/23/13,20.8783333,-156.6825
6/23/2013,worthington,oh,us,other,180,Flame to red object that flew towards the moon.,40.0930556,-83.0180556
6/24/2013,victoria (canada),bc,ca,sphere,25,Amber Spheres  Over Victoria B&#44C Canada,46.216667,-63.483333
6/24/2013,morgan,mn,us,fireball,5,Bright flash in night sky turns to visible extremely bright fireball/craft.,44.4169444,-94.9252778
6/24/2013,greensboro,nc,us,triangle,900,3 triangle figures floated quietly across the sky at about 100 feet. The one in the front looked like a arrow it was the biggest it had,36.0725,-79.7922222
6/24/2013,independence,va,us,circle,60,Blue colored disc shaped object moving quickly from west to east. See from New River in Grayson County Virginia,36.6222222,-81.1511111
6/24/2013,cincinnati,oh,us,fireball,1200,6 orange fireball craft from south  then went east.,39.1619444,-84.4569444
6/24/2013,hartman,ar,us,sphere,180,Speeding ball of light slows way down changes direction and disappears in clear sky.  ((NUFORC Note:  ISS sighting.  PD)),35.4325,-93.6152778
6/24/2013,liberty,oh,us,sphere,60,Quick moving pulsating sphere.,39.72,-84.325
6/24/2013,myrtle point,or,us,oval,10,CRAFT CAME IN FROM OCEAN AT FAST PACE. CRAFT MADE NO NOISE I HAD CAMERA IN UTILITY ROOM 10 FEET AWAY GRABBED AND SHOT PICTURE. THIS CRA,43.065,-124.1377778
6/24/2013,captiva,fl,us,light,7200,I and a friend first saw 2 UFOs at her house and when I got home a few minutes later I saw the same two and then eventually 7.,26.5216667,-82.1894444
6/24/2013,bertram,tx,us,light,180,Round brightly lit  object moving slow and low.,30.7436111,-98.0552778
6/24/2013,custer,mt,us,light,30,Yellow fast moving object west of Custer MT / Did it land?,46.1291667,-107.5544444
6/25/2013,louisville,ky,us,oval,15,Driving home from work about midnight going down highway 71southbound.  the weather was clear moon was visible normal air traffic fl,38.2541667,-85.7594444
6/25/2013,arkdale,wi,us,flash,25,Satellite type UFO that flashed bright white several times across the sky,44.0272222,-89.8877778
6/25/2013,leitchfield,ky,us,other,30,Low flying tubular light bar sighted in Kentucky early morning sky.,37.48,-86.2938889
6/25/2013,nashville,tn,us,formation,3600,Above is what I heard over a ham radio.,36.1658333,-86.7844444
6/25/2013,kannapolis,nc,us,circle,60,The black dot stayed on a steady course.,35.4872222,-80.6219444
6/25/2013,palo alto,ca,us,cylinder,600,Silver cylindrical shape with 4 smaller cylinders around the center hovering over the oval area of Stanford Univ campus.,37.4419444,-122.1419444
6/25/2013,beaver falls,pa,us,light,1,We were standing in front of our house when my friend suddenly seen a yellow orange orb light move slanted toward the ground from above,40.7519444,-80.3194444
6/25/2013,lakeland,tn,us,circle,30,Ball of light or fire over East Shelby County,35.2305556,-89.7402778
6/25/2013,hemet,ca,us,fireball,120,Six red lights each looked to be a round ring of lights possibly solid moving apparently west in the s.e. sky low on the horizon. Th,33.7475,-116.9711111
6/25/2013,lexington (west of),tx,us,light,300,Star-like light followed by normal air-craft,30.4188889,-97.0113889
6/25/2013,las vegas,nv,us,light,600,Huge bright lights shaped like actual stars.,36.175,-115.1363889
6/25/2013,miami,fl,us,light,600,On my way home from work heading north on the Florida turnpike from homestead I spot about 10 objects in the air that had red lights on,25.7738889,-80.1938889
6/25/2013,parkland,fl,us,sphere,90,Bright orange spheres move silently across south Florida sky for 90 seconds before disappearing.,26.3097222,-80.2375
6/25/2013,bellport,ny,us,circle,60,Round glowing orange ball craft hovering at a slow speed.,40.7569444,-72.9397222
6/25/2013,middletown,oh,us,changing,90,Orange light witnessed by 2 residents of Middletown Ohio that split into 4 objects.,39.515,-84.3983333
6/25/2013,preston,ct,,unknown,300,Bright Light in the Sky Moving and doing weird/crazy maneuvers.,41.522479,-72.01126
6/25/2013,camacha (portugal),,,light,90,Super bright light crossed the sky at medium speed and slowly raised up until it disappeared in the night sky.,32.679852,-16.850288
6/25/2013,arlington,va,us,fireball,600,Orange sphere type object moving in a zig-zag type pattern over Roslyn Virginia. Lost power when it was hovering.,38.8902778,-77.0844444
6/25/2013,ogdensburg,ny,us,light,900,Hazy light in sky.,44.6941667,-75.4866667
6/25/2013,williamsport,pa,us,fireball,60,Orange glowing ball over Williamsport  PA,41.2411111,-77.0013889
6/26/2013,cinnaminson,nj,us,light,30,Bright light zig zags across the sky near Philadelphia,39.9966667,-74.9930556
6/26/2013,escalon,ca,us,light,1200,6/25/13 about midnight.Looking out my window toward the south I saw what appeared to be two stars side by side.  These were much l,37.7975,-120.9955556
6/26/2013,dayton,oh,us,fireball,60,Orange glowing orb,39.7588889,-84.1916667
6/26/2013,omaha,ne,us,light,20,A object at what i guess 30 thousand feet take a sharp turn then disappeared,41.2586111,-95.9375
6/26/2013,niles,il,us,cylinder,600,Black horizontal object  floating with low lying clouds over Niles IL,42.0188889,-87.8027778
6/26/2013,portage,in,us,diamond,300,Cluster of reddish-orange diamond shaped lights in a diamond formation twinkle before completely disappearing in North West Indiana,41.5758333,-87.1761111
6/26/2013,rock hill,sc,us,cone,420,Was driving down Charlotte Avenue to take my daughter by her house.  Saw an odd oblect in the sky.  I stopped in the middle of the road,34.9247222,-81.0252778
6/26/2013,santa cruz,ca,us,light,6660,Bright White Light.  ((NUFORC Note:  Possibly a star??  PD)),36.9741667,-122.0297222
6/26/2013,camborne (uk/england),,gb,light,60,A large well-defined glowing light. Cornwall-UK.  ((NUFORC Note:  Report from amateur astronomer.  PD)),50.212222,-5.294444
6/26/2013,crawley (uk/england),,gb,diamond,30,Fleet of stealthy dark squares without lights in formation and monitored by military helicopter,51.116667,-0.183333
6/26/2013,london (canada),on,ca,fireball,600,Orange spheres (19) moving without sound over old north London (Ontario) seen by 2 people,42.983333,-81.25
6/26/2013,kanata (canada),on,ca,circle,60,Fireball in the Ottawa area night sky 26JUN&#3913 off toward East.,45.333333,-75.9
6/26/2013,mount albert (canada),on,,circle,120,Mount lbert..ontario canada 11:30..northern sky 2-3 minutes...tiny dot.. vey hi up... then to bright color.red orange.,44.136076,-79.308339
6/27/2013,longmont,co,us,changing,600,7 bright white round UFOs seen over Longmont CO on 6/27/13,40.1672222,-105.1013889
6/27/2013,clearwater,fl,us,circle,1800,Throbbing multicolored light witnessed over Clearwater Beach.,27.9655556,-82.8002778
6/27/2013,clearwater,fl,us,triangle,120,I think I saw the TR-3B/Aurora aircraft tonight&#8230;,27.9655556,-82.8002778
6/27/2013,buckeye,az,us,light,1380,Orange/Amber Orb of Light.,33.3702778,-112.5830556
6/27/2013,stephens city,va,us,light,1800,Four lights rotating traveling with car.  ((NUFORC Note:  Possibly advertising lights??  PD)),39.0833333,-78.2183333
6/27/2013,independence,ky,us,sphere,120,2 luminous shapes moving slowly across the sky one after the other.,38.9430556,-84.5441667
6/27/2013,sulphur springs,tx,us,light,3600,Numerous lights frequently orbit our area.,33.1383333,-95.6008333
6/27/2013,gretna,ne,us,light,180,Orange objects appear over Gretna Nebraska,41.1408333,-96.2394444
6/27/2013,independence,ky,us,rectangle,60,Gigantic lantern moves rapidly across sky in KY&#33,38.9430556,-84.5441667
6/27/2013,minnetrista,mn,us,light,300,Ball/circle lights in stationary position in Western sky.,44.9383333,-93.7175
6/27/2013,evergreen,co,us,triangle,300,Triangle shape of lights traveling at a fast speed toward lighting storm.,39.6333333,-105.3166667
6/27/2013,springdale,ar,us,fireball,120,Fleet of orange lights,36.1866667,-94.1286111
6/27/2013,seattle,wa,us,light,1800,Dark orange pulsating lights - not conventional aircraft as by how they moved and were full of light.,47.6063889,-122.3308333
6/27/2013,alpine,ca,us,other,30,Football shaped object w/no lights being chased by a helicopter.,32.835,-116.7655556
6/28/2013,parkersburg,wv,us,circle,30,Large bright white light traveling quicky in the Northwest sky.,39.2666667,-81.5616667
6/28/2013,calgary (canada),ab,ca,sphere,300,Very high silver sphere moving very slowly beside the sun during the day (around 20 people watching with me).,51.083333,-114.083333
6/28/2013,seattle,wa,us,other,1,Possible UFO appears in a photo.  ((NUFORC Note:  Appears to be a seagull with one wing raised above the bird&#39s body.  PD)),47.6063889,-122.3308333
6/28/2013,lincoln county,ks,us,unknown,1,Massive swirling cloud formation in circular pattern,39.0408333,-98.1444444
6/28/2013,lowell,ma,us,rectangle,180,It was sunny already a rectangle object emitting light was observed and a jet following it.,42.6333333,-71.3166667
6/28/2013,goodyear,az,us,light,300,Perpendicular Light Formation.,33.4352778,-112.3575
6/28/2013,oak harbor,wa,us,cylinder,85,I saw a black cylinder with a dome at one end and flame at the other with thrust sound moving slowly skyward.,48.2933333,-122.6419444
6/28/2013,wichita falls,tx,us,light,180,Clusters of reddish orange lights.,33.9136111,-98.4930556
6/28/2013,covina,ca,us,oval,1200,Green oval and purple oval UFO in covina,34.09,-117.8894444
6/28/2013,forsyth,mo,us,oval,60,I saw several red light in the sky.,36.685,-93.1197222
6/28/2013,cleveland heights,oh,us,circle,630,5 (five) bright orange-redish dime size Orbs flying in the eastern sky in Cleveland Heights Ohio.,41.52,-81.5563889
6/28/2013,littleton,co,us,circle,2700,5 circular rotating lights in clouds over Littleton Colorado during storms,39.6133333,-105.0161111
6/28/2013,parkdale,or,us,triangle,60,Witnessed a triangular shaped craft with bright white lights travel across the sky then quickly shot straight up and disappeared.,45.52,-121.5955556
6/28/2013,nicholasville,ky,us,fireball,20,Two fireballs with sonic booms.,37.8805556,-84.5730556
6/28/2013,austin,tx,us,light,120,Round white light moves across the eastern part of the sky with incredible speed and disappears.,30.2669444,-97.7427778
6/28/2013,schaumburg,il,us,light,15,Bright circular light moves and fades to black.,42.0333333,-88.0833333
6/28/2013,plummer,id,us,fireball,600,Close flyby and possible landing of orange fireball type object&#33,47.3352778,-116.8875
6/29/2013,noblesville,in,us,circle,1800,15 orange floating cirlces above noblesville 6/29/13.,40.0455556,-86.0086111
6/29/2013,polson,mt,us,fireball,8,DULL RED/ORANGE OBJECT LOOKED LIKE IT WAS ON A LOW ORBIT THIS LASTED ABOUT 8 SECONDS.,47.6936111,-114.1622222
6/29/2013,spring city,tn,us,oval,60,Very bright blue/white shiny oval object no sound &amp; stationary smooth solid with no windows or other features.,35.6919444,-84.8608333
6/29/2013,chattanooga,tn,us,triangle,30,Triangle shaped object; pure white in color,35.0455556,-85.3097222
6/29/2013,darley (australi),,,circle,360,Strange unidentified light in the sky.,-37.658455,144.443507
6/29/2013,mililani,hi,,diamond,600,Green Christmas tree star shape with red in the middle.  Moving across the sky then stops and repeat.,21.451331,-158.015281
6/29/2013,stanton,ia,us,sphere,90,Solid Sphere observed over Viking Lake State Park.,40.9816667,-95.1038889
6/29/2013,willow beach (canada),on,,light,900,Went outside at 9:50 this evening to watch our neighbours fireworks when a red/orange light slowly moved over the Willow tree across th,45.055307,-79.422582
6/29/2013,elizabeth city,nc,us,other,600,Red glow observed during storm Locating of glow lines up to Harvey Point.,36.2944444,-76.2513889
6/29/2013,d&#39iberville,ms,us,light,45,Saw 2 orange/copper color glowing objects trailing each other just over tree line headed south&#33 They were not moving very fast. As they,30.4261111,-88.8908333
6/29/2013,kelseyville,ca,us,unknown,600,Extremely bright hovering light.,38.9780556,-122.8383333
6/29/2013,newtown,pa,us,light,2700,Red orange lights moving in sky.,40.2291667,-74.9372222
6/29/2013,lake wales,fl,us,sphere,10,Orange low flying &amp; silent orb in bad weather.,27.9011111,-81.5861111
6/29/2013,baldwinsville,ny,us,circle,180,Three orange orb-like structures were seen for around 3 minutes.,43.1586111,-76.3330556
6/29/2013,baldwinsville,ny,us,sphere,180,Three equidistant orange spherical orbs were seen by four of us for about three minutes.,43.1586111,-76.3330556
6/29/2013,springfield,oh,us,fireball,600,Red floating fireball seen over downtown Springfield OH.,39.9241667,-83.8088889
6/29/2013,st. george island,fl,,circle,60,My girlfriend and I went to go take a walk on the beach at night and when we got to the beach we saw a perfect neon green circle.,29.643817,-84.913029
6/29/2013,edmonds,wa,us,light,600,Approximately 24 Orange Lights Over Puget Sound.,47.8108333,-122.3761111
6/29/2013,middletown,pa,us,light,300,2 sets of bright lights seen and did not leave area for approximatly 5 minutes.  No sound.  Witnessed by 8 people.,40.1997222,-76.7313889
6/29/2013,dunnville (canada),on,ca,light,360,Three &quot;large&quot; bright red lights traveling in a southern direction at about 2 minutes intervals.,42.9,-79.616667
6/29/2013,indianapolis,in,us,cylinder,15,((HOAX??))  Massive cylinder shaped object thousands of feet long.  ((NUFORC Note:  Witness provides no personal data.  PD)),39.7683333,-86.1580556
6/29/2013,minong,wi,us,light,180,Four unexplainable lights came from the north and move in separate directions and disappeared.,46.0994444,-91.8247222
6/29/2013,st. paul,mn,us,other,90,30 Bright Orange UFO&#39s flying in line from North to South.,44.9444444,-93.0930556
6/29/2013,river falls,wi,us,light,1200,Mysterious lights over River Falls WI.,44.8613889,-92.6236111
6/29/2013,murfreesboro,tn,us,fireball,120,Light in sky moving vertically fast and changed into disc shape.,35.8455556,-86.3902778
6/29/2013,reston,va,us,light,600,Several white lights darted and zoomed in random patterns across a small area of sky.,38.9686111,-77.3413889
6/29/2013,winnipeg (canada),mb,ca,sphere,300,Two red/orange lights one went out and went it passed over head I could see one red light and a much bigger grey cirular object.,49.883333,-97.166667
6/29/2013,gas city,in,us,fireball,300,Four fireballs rising from the horizon into the clouds.,40.4872222,-85.6130556
6/29/2013,sutton coldfield (uk/england),,gb,other,60,Orange rhomboid shape moving across night sky - Wylde Green Sutton Coldfield.,52.566667,-1.816667
6/29/2013,chesterfield,va,us,light,360,Hovering circular ball of light that kept flashing. Followed it to figure out exactly where it was. It eventually faded away.,37.3769444,-77.5061111
6/30/2013,boulder city,id,,cigar,10,Brightest light I&#39ve even seen started as a circle then had a vertical beam shoot out from the top and bottom and then it disapeared,43.657166,-116.299502
6/30/2013,monrowville,pa,,egg,90,Scarier &#33&#33&#33&#33&#33&#33&#33,40.42118,-79.788102
6/30/2013,portland,or,us,,240,Phoenix type lights pdx.,45.5236111,-122.675
6/30/2013,huntsville,al,us,sphere,30,Floating orbs that split into multiple orbs.,34.7302778,-86.5861111
6/30/2013,canfield,oh,us,diamond,20,((HOAX??))  Jun 30th 5:30 pm I spotted a very quick inhuman object with 4 purple lights that&#39s possibly very dangerous.,41.025,-80.7611111
6/30/2013,jackson,nj,us,other,30,Pear shaped object 200 yards silently passed by.,39.7763889,-74.8627778
6/30/2013,hacienda heights,ca,us,light,120,UFO red light follows plane LAX path over Hacienda Heights.,33.9930556,-117.9677778
6/30/2013,appleton,wi,us,light,60,Flash above.,44.2619444,-88.4152778
6/30/2013,mt. lebanon/pittsburgh,pa,,fireball,600,I saw an orange/yellow obj. that appeared to be larger than a plane in the sky. Initially thought that something may have been on fire.,40.353582,-80.049287
6/30/2013,innisfail (canada),ab,ca,light,240,Two bright objects starting as what looked like one stationary dim round light. It started to move across the sky and then a second one,52.033333,-113.95
6/30/2013,prescott,az,us,fireball,30,Silent single bright orange orb heading east over Prescott AZ 7-10&#44000 ft above at a high rate of speed.,34.54,-112.4677778
6/30/2013,hershey,ne,us,rectangle,120,Fire ball/box.,41.1586111,-101.0022222
6/30/2013,plum,pa,us,fireball,60,3 fireballs in the night sky perfectly lined up diagonally.,40.5002778,-79.7497222
6/30/2013,bozeman,mt,us,unknown,180,White flash traveling light bright white light.,45.6797222,-111.0377778
6/30/2013,harison,mt,,light,600,Large bright white light flashing smaller white lights like high beams on a car moving very slowly in the sky above us.,45.702817,-111.784729
6/30/2013,victoria (canada),bc,ca,triangle,60,3 bright lights sighted rising in the sky then disappearing.,46.216667,-63.483333
6/30/2013,louisville,ky,us,unknown,180,A group of at least 100 lights in the sky on Sunday night June 30 2013 at 11 p.m.,38.2541667,-85.7594444
6/30/2013,detroit,mi,us,circle,45,Orange glowing light.,42.3313889,-83.0458333
6/30/2013,chilliwack (canada),bc,ca,triangle,180,3 lights in sky appear connected and rotating.,49.166667,-121.95
7/1/2013,lamar,sc,us,triangle,240,((HOAX??))  4 winged shaped ufos flying 2 or 300 feet with 2 jets flowing and a government car in the middle of the day.,34.1686111,-80.0627778
7/1/2013,madison,wi,us,light,600,Saw a light like a star moving south non blinking disappeared.  5 min later saw 2 more one moving south and one moving east.,43.0730556,-89.4011111
7/1/2013,winnipeg (canada),mb,ca,other,60,From 16:00 to about 17:00 We seen a black object in the sky.  The object appeared to have one half orb with the bottom part of the cir,49.883333,-97.166667
7/1/2013,seattle,wa,us,sphere,300,Black sphere over Seattle,47.6063889,-122.3308333
7/1/2013,pentang (canada),on,,fireball,120,2 orange yellow balls of light descend then move off horizontally NW in the Penetang Bay in Ontario witness by 3 boaters.,44.771784,-79.936565
7/1/2013,shorewood,il,us,other,60,An orange glowing object overhead initially thought to be spent fireworks casing. However it continued to glow consistently. It&#39s di,41.52,-88.2016667
7/1/2013,north wildwood,nj,us,circle,120,Red glowing orb sailing from north to south.,39.0005556,-74.7997222
7/1/2013,meriden,ct,us,circle,120,There were several UFO passing by the wendys Restaurant in which I was eating over 12 different ones one after another one.,41.5380556,-72.8075
7/1/2013,north wildwood,nj,us,fireball,60,This was a low flying relatively fast moving orange glowing object.  It was heading from South to Northwest.  It did not appear to cha,39.0005556,-74.7997222
7/1/2013,kinross,mi,us,light,2700,I saw a UFO near Kinross MI on July 1 2013.,46.275,-84.5147222
7/1/2013,brooklyn center,mn,us,cigar,60,Two cigar shaped objects one on top of the over outlined in white lights at dusk above trees on Twin Lake.,45.0761111,-93.3325
7/1/2013,hillsbro,or,,light,2580,Dull orange object over the Oregon coast range WNW at dusk.,45.522894,-122.989827
7/1/2013,arabi,ga,us,chevron,120,Pair of very low flying objects for the third time,31.8313889,-83.7380556
7/1/2013,fredericton (canada),,ca,light,120,Canada day.,45.95,-66.633333
7/1/2013,moscow,id,us,circle,180,3 floating figures in sky shaped and looked like a fire ball but disappeared.,46.7325,-116.9991667
7/1/2013,southaven,ms,us,fireball,420,Red and orange fireball flying slow and low heading towards tunica ms. Flying ball came out of wooded area,34.9888889,-90.0125
7/1/2013,mission,sd,us,unknown,300,A silent flaming disk traveling at a high rate of speed in the sky.,43.3058333,-100.6577778
7/1/2013,new york city (bronx riverdale),ny,us,light,720,At least 2 white blinking lights hovering over NJ for 12 minutes by Riverdale the Bronx.,40.7141667,-74.0063889
7/2/2013,blountsville,al,us,triangle,60,Three bright lights in a triangle shape passing over us no sound.,34.0813889,-86.5911111
7/2/2013,university place,wa,us,triangle,600,Red lights on an equilateral object.,47.2358333,-122.5491667
7/2/2013,naugatuck,ct,us,disk,3,Silver saucer with round top in daylight sky.,41.4858333,-73.0511111
